pairName,currentValues,currentTime,localTime,secondaryData,hr1MainSumm,hr1FullSumm,hr1PivotPoints,hr1TechIndicators,hr1MovingAverages
usd_cad,1.2294 -0.0011    -0.09%,08:31:39,2021-06-24 12:32:09.214175,"Prev. Close: 1.2305
Bid/Ask: 1.2292 / 1.2296
Day's Range: 1.2280 - 1.2315",Strong Sell,"Summary:Strong Sell
Moving Averages:SellBuy (2)Sell (10)
Technical Indicators:Strong SellBuy (0)Sell (10)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.2272
1.2278
1.2288
1.2294
1.2304
1.2310
1.2320
Fibonacci
1.2278
1.2284
1.2288
1.2294
1.2300
1.2304
1.2310
Camarilla
1.2292
1.2294
1.2295
1.2294
1.2298
1.2299
1.2301
Woodie's
1.2272
1.2278
1.2288
1.2294
1.2304
1.2310
1.2320
DeMark's
-
-
1.2291
1.2295
1.2307
-
-","Technical IndicatorsJun 24, 2021 12:31PM GMT
Name
Value
Action
RSI(14)
44.945
Sell
STOCH(9,6)
41.546
Sell
STOCHRSI(14)
39.949
Sell
MACD(12,26)
-0.001
Sell
ADX(14)
31.277
Sell
Williams %R
-57.972
Sell
CCI(14)
-72.7137
Sell
ATR(14)
0.0012
Less Volatility
Highs/Lows(14)
0.0000
Neutral
Ultimate Oscillator
48.792
Sell
ROC
-0.073
Sell
Bull/Bear Power(13)
-0.0009
Sell
Buy: 0
Sell: 10
Neutral: 1


Summary:Strong Sell","Jun 24, 2021 12:31PM GMT"
usd_chf,0.9182 -0.0005    -0.05%,08:31:39,2021-06-24 12:32:09.217338,"Prev. Close: 0.9187
Bid/Ask: 0.9180 / 0.9184
Day's Range: 0.9178 - 0.9201",Sell,"Summary:Sell
Moving Averages:SellBuy (3)Sell (9)
Technical Indicators:SellBuy (3)Sell (4)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.9176
0.9179
0.9185
0.9188
0.9193
0.9197
0.9202
Fibonacci
0.9179
0.9182
0.9185
0.9188
0.9191
0.9194
0.9197
Camarilla
0.9188
0.9188
0.9189
0.9188
0.9191
0.9192
0.9192
Woodie's
0.9178
0.9180
0.9187
0.9189
0.9195
0.9198
0.9204
DeMark's
-
-
0.9187
0.9189
0.9195
-
-","Technical IndicatorsJun 24, 2021 12:31PM GMT
Name
Value
Action
RSI(14)
47.007
Neutral
STOCH(9,6)
46.003
Neutral
STOCHRSI(14)
0.000
Oversold
MACD(12,26)
0.000
Buy
ADX(14)
26.992
Buy
Williams %R
-83.334
Oversold
CCI(14)
-54.1251
Sell
ATR(14)
0.0010
High Volatility
Highs/Lows(14)
-0.0001
Sell
Ultimate Oscillator
48.716
Sell
ROC
0.022
Buy
Bull/Bear Power(13)
-0.0004
Sell
Buy: 3
Sell: 4
Neutral: 2


Summary:Sell","Jun 24, 2021 12:31PM GMT"
nzd_chf,0.6492 +0.0021    +0.32%,08:31:39,2021-06-24 12:32:09.220601,"Prev. Close: 0.6471
Bid/Ask: 0.6491 / 0.6493
Day's Range: 0.6460 - 0.6495",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (9)Sell (0)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.6473
0.6478
0.6484
0.6488
0.6494
0.6498
0.6505
Fibonacci
0.6478
0.6482
0.6484
0.6488
0.6492
0.6494
0.6498
Camarilla
0.6488
0.6489
0.6490
0.6488
0.6492
0.6493
0.6494
Woodie's
0.6475
0.6479
0.6486
0.6489
0.6496
0.6499
0.6507
DeMark's
-
-
0.6486
0.6489
0.6497
-
-","Technical IndicatorsJun 24, 2021 12:31PM GMT
Name
Value
Action
RSI(14)
67.543
Buy
STOCH(9,6)
74.268
Buy
STOCHRSI(14)
87.853
Overbought
MACD(12,26)
0.001
Buy
ADX(14)
33.081
Buy
Williams %R
-3.774
Overbought
CCI(14)
144.1592
Buy
ATR(14)
0.0008
Less Volatility
Highs/Lows(14)
0.0007
Buy
Ultimate Oscillator
64.066
Buy
ROC
0.371
Buy
Bull/Bear Power(13)
0.0022
Buy
Buy: 9
Sell: 0
Neutral: 0


Summary:Strong Buy","Jun 24, 2021 12:31PM GMT"
usd_cny,6.4668 -0.0060    -0.09%,08:31:25,2021-06-24 12:32:09.223919,"Prev. Close: 6.4727
Bid/Ask: 6.4660 / 6.4675
Day's Range: 6.4662 - 6.4823",Strong Sell,"Summary:Strong Sell
Moving Averages:SellBuy (4)Sell (8)
Technical Indicators:Strong SellBuy (0)Sell (9)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
6.4658
6.4661
6.4667
6.4670
6.4676
6.4679
6.4685
Fibonacci
6.4661
6.4664
6.4667
6.4670
6.4673
6.4676
6.4679
Camarilla
6.4670
6.4670
6.4671
6.4670
6.4673
6.4674
6.4674
Woodie's
6.4658
6.4661
6.4667
6.4670
6.4676
6.4679
6.4685
DeMark's
-
-
6.4668
6.4671
6.4677
-
-","Technical IndicatorsJun 24, 2021 12:19PM GMT
Name
Value
Action
RSI(14)
36.432
Sell
STOCH(9,6)
21.963
Sell
STOCHRSI(14)
1.900
Oversold
MACD(12,26)
-0.001
Sell
ADX(14)
43.681
Sell
Williams %R
-94.719
Oversold
CCI(14)
-127.5788
Sell
ATR(14)
0.0032
Less Volatility
Highs/Lows(14)
-0.0056
Sell
Ultimate Oscillator
38.151
Sell
ROC
-0.090
Sell
Bull/Bear Power(13)
-0.0114
Sell
Buy: 0
Sell: 9
Neutral: 0


Summary:Strong Sell","Jun 24, 2021 12:19PM GMT"
usd_hkd,7.7640 -0.0010    -0.01%,08:31:28,2021-06-24 12:32:09.227079,"Prev. Close: 7.7650
Bid/Ask: 7.7639 / 7.7640
Day's Range: 7.7638 - 7.7661",Strong Sell,"Summary:Strong Sell
Moving Averages:Strong SellBuy (2)Sell (10)
Technical Indicators:Strong SellBuy (0)Sell (9)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
7.7642
7.7643
7.7644
7.7645
7.7647
7.7647
7.7649
Fibonacci
7.7643
7.7643
7.7644
7.7645
7.7646
7.7647
7.7647
Camarilla
7.7644
7.7644
7.7644
7.7645
7.7645
7.7645
7.7645
Woodie's
7.7642
7.7643
7.7644
7.7645
7.7647
7.7647
7.7649
DeMark's
-
-
7.7644
7.7645
7.7647
-
-","Technical IndicatorsJun 24, 2021 12:30PM GMT
Name
Value
Action
RSI(14)
35.494
Sell
STOCH(9,6)
37.835
Sell
STOCHRSI(14)
1.553
Oversold
MACD(12,26)
-0.000
Sell
ADX(14)
23.333
Sell
Williams %R
-84.443
Oversold
CCI(14)
-134.5831
Sell
ATR(14)
0.0006
Less Volatility
Highs/Lows(14)
-0.0003
Sell
Ultimate Oscillator
41.730
Sell
ROC
-0.014
Sell
Bull/Bear Power(13)
-0.0017
Sell
Buy: 0
Sell: 9
Neutral: 0


Summary:Strong Sell","Jun 24, 2021 12:30PM GMT"
eur_usd,1.1945 +0.0020    +0.17%,08:32:44,2021-06-24 12:33:09.286447,"Prev. Close: 1.1925
Bid/Ask: 1.1943 / 1.1947
Day's Range: 1.1918 - 1.1951",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (10)Sell (2)
Technical Indicators:Strong BuyBuy (6)Sell (2)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.1918
1.1926
1.1932
1.1940
1.1946
1.1954
1.1960
Fibonacci
1.1926
1.1931
1.1935
1.1940
1.1945
1.1949
1.1954
Camarilla
1.1933
1.1934
1.1935
1.1940
1.1938
1.1939
1.1940
Woodie's
1.1916
1.1925
1.1930
1.1939
1.1944
1.1953
1.1958
DeMark's
-
-
1.1929
1.1939
1.1943
-
-","Technical IndicatorsJun 24, 2021 12:32PM GMT
Name
Value
Action
RSI(14)
58.055
Buy
STOCH(9,6)
61.026
Buy
STOCHRSI(14)
94.911
Overbought
MACD(12,26)
0.000
Buy
ADX(14)
28.707
Sell
Williams %R
-15.383
Overbought
CCI(14)
124.3443
Buy
ATR(14)
0.0011
High Volatility
Highs/Lows(14)
0.0008
Buy
Ultimate Oscillator
50.504
Neutral
ROC
0.113
Buy
Bull/Bear Power(13)
-0.0001
Sell
Buy: 6
Sell: 2
Neutral: 1


Summary:Strong Buy","Jun 24, 2021 12:32PM GMT"
gbp_usd,1.3914 -0.0046    -0.33%,08:32:48,2021-06-24 12:33:09.290271,"Prev. Close: 1.3959
Bid/Ask: 1.3911 / 1.3916
Day's Range: 1.3891 - 1.3987",Strong Sell,"Summary:Strong Sell
Moving Averages:Strong SellBuy (1)Sell (11)
Technical Indicators:Strong SellBuy (1)Sell (8)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.3809
1.3857
1.3885
1.3933
1.3961
1.4009
1.4037
Fibonacci
1.3857
1.3886
1.3904
1.3933
1.3962
1.3980
1.4009
Camarilla
1.3891
1.3898
1.3905
1.3933
1.3919
1.3926
1.3933
Woodie's
1.3797
1.3851
1.3873
1.3927
1.3949
1.4003
1.4025
DeMark's
-
-
1.3870
1.3926
1.3947
-
-","Technical IndicatorsJun 24, 2021 12:31PM GMT
Name
Value
Action
RSI(14)
35.605
Sell
STOCH(9,6)
60.243
Buy
STOCHRSI(14)
4.568
Oversold
MACD(12,26)
-0.000
Sell
ADX(14)
27.800
Sell
Williams %R
-75.520
Sell
CCI(14)
-400.3338
Oversold
ATR(14)
0.0021
High Volatility
Highs/Lows(14)
-0.0032
Sell
Ultimate Oscillator
43.159
Sell
ROC
-0.369
Sell
Bull/Bear Power(13)
-0.0091
Sell
Buy: 1
Sell: 8
Neutral: 0


Summary:Strong Sell","Jun 24, 2021 12:31PM GMT"
usd_jpy,110.80 -0.14    -0.13%,08:32:43,2021-06-24 12:33:09.293690,"Prev. Close: 110.94
Bid/Ask: 110.78 / 110.81
Day's Range: 110.74 - 111.12",Strong Sell,"Summary:Strong Sell
Moving Averages:SellBuy (5)Sell (7)
Technical Indicators:Strong SellBuy (1)Sell (8)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
110.68
110.72
110.77
110.80
110.85
110.88
110.93
Fibonacci
110.72
110.75
110.77
110.80
110.83
110.85
110.88
Camarilla
110.78
110.79
110.79
110.80
110.81
110.81
110.82
Woodie's
110.68
110.72
110.77
110.80
110.85
110.88
110.93
DeMark's
-
-
110.74
110.78
110.82
-
-","Technical IndicatorsJun 24, 2021 12:32PM GMT
Name
Value
Action
RSI(14)
41.219
Sell
STOCH(9,6)
28.841
Sell
STOCHRSI(14)
0.000
Oversold
MACD(12,26)
-0.010
Sell
ADX(14)
38.984
Sell
Williams %R
-86.841
Oversold
CCI(14)
-113.1085
Sell
ATR(14)
0.0936
High Volatility
Highs/Lows(14)
-0.0807
Sell
Ultimate Oscillator
54.120
Buy
ROC
-0.158
Sell
Bull/Bear Power(13)
-0.1770
Sell
Buy: 1
Sell: 8
Neutral: 0


Summary:Strong Sell","Jun 24, 2021 12:32PM GMT"
aud_usd,0.7584 +0.0009    +0.12%,08:32:35,2021-06-24 12:33:09.296886,"Prev. Close: 0.7575
Bid/Ask: 0.7583 / 0.7585
Day's Range: 0.7566 - 0.7587",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (10)Sell (2)
Technical Indicators:Strong BuyBuy (7)Sell (1)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.7562
0.7567
0.7572
0.7577
0.7582
0.7587
0.7592
Fibonacci
0.7567
0.7571
0.7573
0.7577
0.7581
0.7583
0.7587
Camarilla
0.7575
0.7576
0.7577
0.7577
0.7579
0.7580
0.7581
Woodie's
0.7562
0.7567
0.7572
0.7577
0.7582
0.7587
0.7592
DeMark's
-
-
0.7570
0.7576
0.7580
-
-","Technical IndicatorsJun 24, 2021 12:32PM GMT
Name
Value
Action
RSI(14)
60.254
Buy
STOCH(9,6)
59.920
Buy
STOCHRSI(14)
100.000
Overbought
MACD(12,26)
0.001
Buy
ADX(14)
20.064
Sell
Williams %R
-9.525
Overbought
CCI(14)
240.8843
Overbought
ATR(14)
0.0009
Less Volatility
Highs/Lows(14)
0.0004
Buy
Ultimate Oscillator
58.258
Buy
ROC
0.112
Buy
Bull/Bear Power(13)
0.0002
Buy
Buy: 7
Sell: 1
Neutral: 0


Summary:Strong Buy","Jun 24, 2021 12:32PM GMT"
eur_gbp,0.8584 +0.0046    +0.54%,08:32:51,2021-06-24 12:33:09.300343,"Prev. Close: 0.8538
Bid/Ask: 0.8583 / 0.8585
Day's Range: 0.8534 - 0.8593",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (7)Sell (1)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.8509
0.8527
0.8554
0.8572
0.8599
0.8617
0.8644
Fibonacci
0.8527
0.8544
0.8555
0.8572
0.8589
0.8600
0.8617
Camarilla
0.8568
0.8572
0.8576
0.8572
0.8584
0.8588
0.8592
Woodie's
0.8513
0.8529
0.8558
0.8574
0.8603
0.8619
0.8648
DeMark's
-
-
0.8562
0.8576
0.8608
-
-","Technical IndicatorsJun 24, 2021 12:32PM GMT
Name
Value
Action
RSI(14)
69.663
Buy
STOCH(9,6)
41.877
Sell
STOCHRSI(14)
100.000
Overbought
MACD(12,26)
0.000
Buy
ADX(14)
33.678
Buy
Williams %R
-14.286
Overbought
CCI(14)
340.0356
Overbought
ATR(14)
0.0013
High Volatility
Highs/Lows(14)
0.0029
Buy
Ultimate Oscillator
55.006
Buy
ROC
0.474
Buy
Bull/Bear Power(13)
0.0052
Buy
Buy: 7
Sell: 1
Neutral: 0


Summary:Strong Buy","Jun 24, 2021 12:32PM GMT"
usd_cad,1.2291 -0.0014    -0.11%,08:32:44,2021-06-24 12:33:09.303521,"Prev. Close: 1.2305
Bid/Ask: 1.2289 / 1.2293
Day's Range: 1.2280 - 1.2315",Strong Sell,"Summary:Strong Sell
Moving Averages:SellBuy (2)Sell (10)
Technical Indicators:Strong SellBuy (0)Sell (10)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.2272
1.2278
1.2288
1.2294
1.2304
1.2310
1.2320
Fibonacci
1.2278
1.2284
1.2288
1.2294
1.2300
1.2304
1.2310
Camarilla
1.2292
1.2294
1.2295
1.2294
1.2298
1.2299
1.2301
Woodie's
1.2272
1.2278
1.2288
1.2294
1.2304
1.2310
1.2320
DeMark's
-
-
1.2291
1.2295
1.2307
-
-","Technical IndicatorsJun 24, 2021 12:31PM GMT
Name
Value
Action
RSI(14)
44.945
Sell
STOCH(9,6)
41.546
Sell
STOCHRSI(14)
39.949
Sell
MACD(12,26)
-0.001
Sell
ADX(14)
31.277
Sell
Williams %R
-57.972
Sell
CCI(14)
-72.7137
Sell
ATR(14)
0.0012
Less Volatility
Highs/Lows(14)
0.0000
Neutral
Ultimate Oscillator
48.792
Sell
ROC
-0.073
Sell
Bull/Bear Power(13)
-0.0009
Sell
Buy: 0
Sell: 10
Neutral: 1


Summary:Strong Sell","Jun 24, 2021 12:31PM GMT"
usd_chf,0.9184 -0.0003    -0.04%,08:32:37,2021-06-24 12:33:09.306748,"Prev. Close: 0.9187
Bid/Ask: 0.9183 / 0.9184
Day's Range: 0.9178 - 0.9201",Sell,"Summary:Sell
Moving Averages:SellBuy (3)Sell (9)
Technical Indicators:SellBuy (3)Sell (4)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.9176
0.9179
0.9185
0.9188
0.9193
0.9197
0.9202
Fibonacci
0.9179
0.9182
0.9185
0.9188
0.9191
0.9194
0.9197
Camarilla
0.9188
0.9188
0.9189
0.9188
0.9191
0.9192
0.9192
Woodie's
0.9178
0.9180
0.9187
0.9189
0.9195
0.9198
0.9204
DeMark's
-
-
0.9187
0.9189
0.9195
-
-","Technical IndicatorsJun 24, 2021 12:31PM GMT
Name
Value
Action
RSI(14)
47.007
Neutral
STOCH(9,6)
46.003
Neutral
STOCHRSI(14)
0.000
Oversold
MACD(12,26)
0.000
Buy
ADX(14)
26.992
Buy
Williams %R
-83.334
Oversold
CCI(14)
-54.1251
Sell
ATR(14)
0.0010
High Volatility
Highs/Lows(14)
-0.0001
Sell
Ultimate Oscillator
48.716
Sell
ROC
0.022
Buy
Bull/Bear Power(13)
-0.0004
Sell
Buy: 3
Sell: 4
Neutral: 2


Summary:Sell","Jun 24, 2021 12:31PM GMT"
nzd_chf,0.6492 +0.0021    +0.32%,08:32:50,2021-06-24 12:33:09.309915,"Prev. Close: 0.6471
Bid/Ask: 0.6491 / 0.6493
Day's Range: 0.6460 - 0.6495",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (9)Sell (0)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.6473
0.6478
0.6484
0.6488
0.6494
0.6498
0.6505
Fibonacci
0.6478
0.6482
0.6484
0.6488
0.6492
0.6494
0.6498
Camarilla
0.6488
0.6489
0.6490
0.6488
0.6492
0.6493
0.6494
Woodie's
0.6475
0.6479
0.6486
0.6489
0.6496
0.6499
0.6507
DeMark's
-
-
0.6486
0.6489
0.6497
-
-","Technical IndicatorsJun 24, 2021 12:31PM GMT
Name
Value
Action
RSI(14)
67.543
Buy
STOCH(9,6)
74.268
Buy
STOCHRSI(14)
87.853
Overbought
MACD(12,26)
0.001
Buy
ADX(14)
33.081
Buy
Williams %R
-3.774
Overbought
CCI(14)
144.1592
Buy
ATR(14)
0.0008
Less Volatility
Highs/Lows(14)
0.0007
Buy
Ultimate Oscillator
64.066
Buy
ROC
0.371
Buy
Bull/Bear Power(13)
0.0022
Buy
Buy: 9
Sell: 0
Neutral: 0


Summary:Strong Buy","Jun 24, 2021 12:31PM GMT"
usd_cny,6.4668 -0.0060    -0.09%,08:32:26,2021-06-24 12:33:09.313075,"Prev. Close: 6.4727
Bid/Ask: 6.4660 / 6.4675
Day's Range: 6.4662 - 6.4823",Strong Sell,"Summary:Strong Sell
Moving Averages:SellBuy (4)Sell (8)
Technical Indicators:Strong SellBuy (0)Sell (9)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
6.4658
6.4661
6.4667
6.4670
6.4676
6.4679
6.4685
Fibonacci
6.4661
6.4664
6.4667
6.4670
6.4673
6.4676
6.4679
Camarilla
6.4670
6.4670
6.4671
6.4670
6.4673
6.4674
6.4674
Woodie's
6.4658
6.4661
6.4667
6.4670
6.4676
6.4679
6.4685
DeMark's
-
-
6.4668
6.4671
6.4677
-
-","Technical IndicatorsJun 24, 2021 12:19PM GMT
Name
Value
Action
RSI(14)
36.432
Sell
STOCH(9,6)
21.963
Sell
STOCHRSI(14)
1.900
Oversold
MACD(12,26)
-0.001
Sell
ADX(14)
43.681
Sell
Williams %R
-94.719
Oversold
CCI(14)
-127.5788
Sell
ATR(14)
0.0032
Less Volatility
Highs/Lows(14)
-0.0056
Sell
Ultimate Oscillator
38.151
Sell
ROC
-0.090
Sell
Bull/Bear Power(13)
-0.0114
Sell
Buy: 0
Sell: 9
Neutral: 0


Summary:Strong Sell","Jun 24, 2021 12:19PM GMT"
usd_hkd,7.7639 -0.0011    -0.01%,08:32:43,2021-06-24 12:33:09.316444,"Prev. Close: 7.7650
Bid/Ask: 7.7638 / 7.7640
Day's Range: 7.7638 - 7.7661",Strong Sell,"Summary:Strong Sell
Moving Averages:Strong SellBuy (2)Sell (10)
Technical Indicators:Strong SellBuy (0)Sell (9)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
7.7642
7.7643
7.7644
7.7645
7.7647
7.7647
7.7649
Fibonacci
7.7643
7.7643
7.7644
7.7645
7.7646
7.7647
7.7647
Camarilla
7.7644
7.7644
7.7644
7.7645
7.7645
7.7645
7.7645
Woodie's
7.7642
7.7643
7.7644
7.7645
7.7647
7.7647
7.7649
DeMark's
-
-
7.7644
7.7645
7.7647
-
-","Technical IndicatorsJun 24, 2021 12:32PM GMT
Name
Value
Action
RSI(14)
33.104
Sell
STOCH(9,6)
35.267
Sell
STOCHRSI(14)
0.000
Oversold
MACD(12,26)
-0.000
Sell
ADX(14)
23.333
Sell
Williams %R
-93.345
Oversold
CCI(14)
-146.3689
Sell
ATR(14)
0.0006
Less Volatility
Highs/Lows(14)
-0.0005
Sell
Ultimate Oscillator
37.371
Sell
ROC
-0.016
Sell
Bull/Bear Power(13)
-0.0017
Sell
Buy: 0
Sell: 9
Neutral: 0


Summary:Strong Sell","Jun 24, 2021 12:32PM GMT"
eur_usd,1.1944 +0.0019    +0.16%,08:33:29,2021-06-24 12:34:08.944036,"Prev. Close: 1.1925
Bid/Ask: 1.1942 / 1.1946
Day's Range: 1.1918 - 1.1951",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (10)Sell (2)
Technical Indicators:Strong BuyBuy (7)Sell (2)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.1918
1.1926
1.1932
1.1940
1.1946
1.1954
1.1960
Fibonacci
1.1926
1.1931
1.1935
1.1940
1.1945
1.1949
1.1954
Camarilla
1.1933
1.1934
1.1935
1.1940
1.1938
1.1939
1.1940
Woodie's
1.1916
1.1925
1.1930
1.1939
1.1944
1.1953
1.1958
DeMark's
-
-
1.1929
1.1939
1.1943
-
-","Technical IndicatorsJun 24, 2021 12:33PM GMT
Name
Value
Action
RSI(14)
57.293
Buy
STOCH(9,6)
60.256
Buy
STOCHRSI(14)
90.027
Overbought
MACD(12,26)
0.000
Buy
ADX(14)
28.707
Sell
Williams %R
-20.001
Buy
CCI(14)
119.3638
Buy
ATR(14)
0.0011
High Volatility
Highs/Lows(14)
0.0007
Buy
Ultimate Oscillator
49.400
Neutral
ROC
0.101
Buy
Bull/Bear Power(13)
-0.0001
Sell
Buy: 7
Sell: 2
Neutral: 1


Summary:Strong Buy","Jun 24, 2021 12:33PM GMT"
gbp_usd,1.3913 -0.0046    -0.33%,08:33:28,2021-06-24 12:34:08.947880,"Prev. Close: 1.3959
Bid/Ask: 1.3911 / 1.3915
Day's Range: 1.3891 - 1.3987",Strong Sell,"Summary:Strong Sell
Moving Averages:Strong SellBuy (1)Sell (11)
Technical Indicators:Strong SellBuy (1)Sell (8)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.3809
1.3857
1.3885
1.3933
1.3961
1.4009
1.4037
Fibonacci
1.3857
1.3886
1.3904
1.3933
1.3962
1.3980
1.4009
Camarilla
1.3891
1.3898
1.3905
1.3933
1.3919
1.3926
1.3933
Woodie's
1.3797
1.3851
1.3873
1.3927
1.3949
1.4003
1.4025
DeMark's
-
-
1.3870
1.3926
1.3947
-
-","Technical IndicatorsJun 24, 2021 12:33PM GMT
Name
Value
Action
RSI(14)
34.941
Sell
STOCH(9,6)
59.983
Buy
STOCHRSI(14)
1.845
Oversold
MACD(12,26)
-0.000
Sell
ADX(14)
27.800
Sell
Williams %R
-77.083
Sell
CCI(14)
-402.4821
Oversold
ATR(14)
0.0021
High Volatility
Highs/Lows(14)
-0.0034
Sell
Ultimate Oscillator
42.597
Sell
ROC
-0.379
Sell
Bull/Bear Power(13)
-0.0091
Sell
Buy: 1
Sell: 8
Neutral: 0


Summary:Strong Sell","Jun 24, 2021 12:33PM GMT"
usd_jpy,110.76 -0.18    -0.16%,08:33:43,2021-06-24 12:34:08.951194,"Prev. Close: 110.94
Bid/Ask: 110.75 / 110.77
Day's Range: 110.74 - 111.12",Strong Sell,"Summary:Strong Sell
Moving Averages:SellBuy (4)Sell (8)
Technical Indicators:Strong SellBuy (1)Sell (8)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
110.68
110.72
110.77
110.80
110.85
110.88
110.93
Fibonacci
110.72
110.75
110.77
110.80
110.83
110.85
110.88
Camarilla
110.78
110.79
110.79
110.80
110.81
110.81
110.82
Woodie's
110.68
110.72
110.77
110.80
110.85
110.88
110.93
DeMark's
-
-
110.74
110.78
110.82
-
-","Technical IndicatorsJun 24, 2021 12:33PM GMT
Name
Value
Action
RSI(14)
40.816
Sell
STOCH(9,6)
28.553
Sell
STOCHRSI(14)
0.000
Oversold
MACD(12,26)
-0.010
Sell
ADX(14)
38.984
Sell
Williams %R
-88.158
Oversold
CCI(14)
-114.2525
Sell
ATR(14)
0.0936
High Volatility
Highs/Lows(14)
-0.0857
Sell
Ultimate Oscillator
53.546
Buy
ROC
-0.162
Sell
Bull/Bear Power(13)
-0.1750
Sell
Buy: 1
Sell: 8
Neutral: 0


Summary:Strong Sell","Jun 24, 2021 12:33PM GMT"
aud_usd,0.7586 +0.0011    +0.15%,08:33:41,2021-06-24 12:34:08.954378,"Prev. Close: 0.7575
Bid/Ask: 0.7585 / 0.7587
Day's Range: 0.7566 - 0.7587",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (10)Sell (2)
Technical Indicators:Strong BuyBuy (7)Sell (1)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.7562
0.7567
0.7572
0.7577
0.7582
0.7587
0.7592
Fibonacci
0.7567
0.7571
0.7573
0.7577
0.7581
0.7583
0.7587
Camarilla
0.7575
0.7576
0.7577
0.7577
0.7579
0.7580
0.7581
Woodie's
0.7562
0.7567
0.7572
0.7577
0.7582
0.7587
0.7592
DeMark's
-
-
0.7570
0.7576
0.7580
-
-","Technical IndicatorsJun 24, 2021 12:33PM GMT
Name
Value
Action
RSI(14)
59.933
Buy
STOCH(9,6)
59.524
Buy
STOCHRSI(14)
100.000
Overbought
MACD(12,26)
0.001
Buy
ADX(14)
20.064
Sell
Williams %R
-11.904
Overbought
CCI(14)
236.2418
Overbought
ATR(14)
0.0009
Less Volatility
Highs/Lows(14)
0.0003
Buy
Ultimate Oscillator
57.785
Buy
ROC
0.106
Buy
Bull/Bear Power(13)
0.0002
Buy
Buy: 7
Sell: 1
Neutral: 0


Summary:Strong Buy","Jun 24, 2021 12:33PM GMT"
eur_gbp,0.8587 +0.0049    +0.57%,08:33:41,2021-06-24 12:34:08.957579,"Prev. Close: 0.8538
Bid/Ask: 0.8584 / 0.8589
Day's Range: 0.8534 - 0.8593",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (7)Sell (1)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.8509
0.8527
0.8554
0.8572
0.8599
0.8617
0.8644
Fibonacci
0.8527
0.8544
0.8555
0.8572
0.8589
0.8600
0.8617
Camarilla
0.8568
0.8572
0.8576
0.8572
0.8584
0.8588
0.8592
Woodie's
0.8513
0.8529
0.8558
0.8574
0.8603
0.8619
0.8648
DeMark's
-
-
0.8562
0.8576
0.8608
-
-","Technical IndicatorsJun 24, 2021 12:32PM GMT
Name
Value
Action
RSI(14)
69.663
Buy
STOCH(9,6)
41.877
Sell
STOCHRSI(14)
100.000
Overbought
MACD(12,26)
0.000
Buy
ADX(14)
33.678
Buy
Williams %R
-14.286
Overbought
CCI(14)
340.0356
Overbought
ATR(14)
0.0013
High Volatility
Highs/Lows(14)
0.0029
Buy
Ultimate Oscillator
55.006
Buy
ROC
0.474
Buy
Bull/Bear Power(13)
0.0052
Buy
Buy: 7
Sell: 1
Neutral: 0


Summary:Strong Buy","Jun 24, 2021 12:32PM GMT"
